Instance_ID,Class
3176,Brisbane
3177,Perth
3178,Sydney
3179,Sydney
3180,Brisbane
3181,Brisbane
3182,Melbourne
3183,Sydney
3184,Melbourne
3185,Melbourne
3186,Melbourne
3187,Perth
3188,Melbourne
3189,Sydney
3190,Sydney
3191,Brisbane
3192,Perth
3193,Perth
3194,Sydney
3195,Sydney
3196,Perth
3197,Perth
3198,Brisbane
3199,Perth
3200,Brisbane
3201,Sydney
3202,Sydney
3203,Melbourne
3204,Melbourne
3205,Melbourne
3206,Sydney
3207,Sydney
3208,Melbourne
3209,Melbourne
3210,Brisbane
3211,Melbourne
3212,Perth
3213,Brisbane
3214,Sydney
3215,Brisbane
3216,Sydney
3217,Sydney
3218,Sydney
3219,Sydney
3220,Brisbane
3221,Sydney
3222,Perth
3223,Sydney
3224,Melbourne
3225,Perth
3226,Melbourne
3227,Sydney
3228,Brisbane
3229,Melbourne
3230,Melbourne
3231,Brisbane
3232,Sydney
3233,Melbourne
3234,Sydney
3235,Sydney
3236,Sydney
3237,Melbourne
3238,Melbourne
3239,Brisbane
3240,Brisbane
3241,Sydney
3242,Brisbane
3243,Brisbane
3244,Brisbane
3245,Brisbane
3246,Sydney
3247,Perth
3248,Melbourne
3249,Sydney
3250,Melbourne
3251,Sydney
3252,Brisbane
3253,Sydney
3254,Sydney
3255,Perth
3256,Brisbane
3257,Melbourne
3258,Melbourne
3259,Sydney
3260,Sydney
3261,Sydney
3262,Sydney
3263,Perth
3264,Sydney
3265,Melbourne
3266,Melbourne
3267,Brisbane
3268,Brisbane
3269,Melbourne
3270,Brisbane
3271,Brisbane
3272,Melbourne
3273,Brisbane
3274,Sydney
3275,Sydney
3276,Sydney
3277,Sydney
3278,Brisbane
3279,Perth
3280,Perth
3281,Melbourne
3282,Brisbane
3283,Brisbane
3284,Perth
3285,Sydney
3286,Melbourne
3287,Brisbane
3288,Sydney
3289,Perth
3290,Perth
3291,Melbourne
3292,Sydney
3293,Melbourne
3294,Brisbane
3295,Melbourne
3296,Brisbane
3297,Brisbane
3298,Sydney
3299,Brisbane
3300,Sydney
3301,Sydney
3302,Sydney
3303,Brisbane
3304,Perth
3305,Sydney
3306,Melbourne
3307,Sydney
3308,Sydney
3309,Melbourne
3310,Brisbane
3311,Sydney
3312,Brisbane
3313,Perth
3314,Brisbane
3315,Melbourne
3316,Melbourne
3317,Melbourne
3318,Perth
3319,Sydney
3320,Brisbane
3321,Sydney
3322,Sydney
3323,Sydney
3324,Sydney
3325,Perth
3326,Melbourne
3327,Brisbane
3328,Brisbane
3329,Perth
3330,Melbourne
3331,Brisbane
3332,Sydney
3333,Brisbane
3334,Sydney
3335,Melbourne
3336,Sydney
3337,Sydney
3338,Sydney
3339,Melbourne
3340,Melbourne
3341,Melbourne
3342,Melbourne
3343,Sydney
3344,Sydney
3345,Melbourne
3346,Melbourne
3347,Sydney
3348,Melbourne
3349,Sydney
3350,Sydney
3351,Melbourne
3352,Brisbane
3353,Brisbane
3354,Sydney
3355,Sydney
3356,Melbourne
3357,Sydney
3358,Melbourne
3359,Perth
3360,Sydney
3361,Melbourne
3362,Sydney
3363,Sydney
3364,Perth
3365,Brisbane
3366,Sydney
3367,Perth
3368,Brisbane
3369,Melbourne
3370,Melbourne
3371,Melbourne
3372,Melbourne
3373,Perth
3374,Perth
3375,Sydney
3376,Sydney
3377,Melbourne
3378,Brisbane
3379,Melbourne
3380,Brisbane
3381,Melbourne
3382,Perth
3383,Melbourne
3384,Brisbane
3385,Sydney
3386,Melbourne
3387,Sydney
3388,Sydney
3389,Sydney
3390,Perth
3391,Sydney
3392,Brisbane
3393,Sydney
3394,Perth
3395,Brisbane
3396,Melbourne
3397,Sydney
3398,Perth
3399,Melbourne
3400,Sydney
3401,Melbourne
3402,Melbourne
3403,Melbourne
3404,Perth
3405,Brisbane
3406,Sydney
3407,Sydney
3408,Melbourne
3409,Brisbane
3410,Perth
3411,Perth
3412,Perth
3413,Sydney
3414,Melbourne
3415,Sydney
3416,Brisbane
3417,Sydney
3418,Melbourne
3419,Melbourne
3420,Sydney
3421,Melbourne
3422,Melbourne
3423,Sydney
3424,Brisbane
3425,Brisbane
3426,Brisbane
3427,Brisbane
3428,Melbourne
3429,Sydney
3430,Perth
3431,Brisbane
3432,Brisbane
3433,Melbourne
3434,Melbourne
3435,Sydney
3436,Sydney
3437,Melbourne
3438,Sydney
3439,Sydney
3440,Melbourne
3441,Melbourne
3442,Melbourne
3443,Sydney
3444,Melbourne
3445,Perth
3446,Brisbane
3447,Brisbane
3448,Melbourne
3449,Sydney
3450,Sydney
3451,Brisbane
3452,Melbourne
3453,Melbourne
3454,Brisbane
3455,Melbourne
3456,Sydney
3457,Melbourne
3458,Perth
3459,Perth
3460,Melbourne
3461,Sydney
3462,Perth
3463,Brisbane
3464,Sydney
3465,Sydney
3466,Melbourne
3467,Perth
3468,Melbourne
3469,Brisbane
3470,Melbourne
3471,Sydney
3472,Sydney
3473,Sydney
3474,Perth
3475,Melbourne
3476,Sydney
3477,Melbourne
3478,Melbourne
3479,Sydney
3480,Brisbane
3481,Melbourne
3482,Brisbane
3483,Melbourne
3484,Melbourne
3485,Sydney
3486,Perth
3487,Brisbane
3488,Sydney
3489,Perth
3490,Melbourne
3491,Sydney
3492,Melbourne
3493,Sydney
3494,Sydney
3495,Brisbane
3496,Brisbane
3497,Melbourne
3498,Sydney
3499,Melbourne
3500,Brisbane
3501,Perth
3502,Sydney
3503,Sydney
3504,Sydney
3505,Sydney
3506,Sydney
3507,Sydney
3508,Melbourne
3509,Sydney
3510,Brisbane
3511,Sydney
3512,Melbourne
3513,Brisbane
3514,Melbourne
3515,Melbourne
3516,Melbourne
3517,Melbourne
3518,Sydney
3519,Melbourne
3520,Sydney
3521,Melbourne
3522,Melbourne
3523,Perth
3524,Sydney
3525,Perth
3526,Brisbane
3527,Melbourne
3528,Brisbane
3529,Perth
3530,Melbourne
3531,Brisbane
3532,Brisbane
3533,Melbourne
3534,Brisbane
3535,Sydney
3536,Perth
3537,Brisbane
3538,Perth
3539,Perth
3540,Sydney
3541,Sydney
3542,Sydney
3543,Melbourne
3544,Brisbane
3545,Sydney
3546,Perth
3547,Melbourne
3548,Brisbane
3549,Melbourne
3550,Brisbane
3551,Sydney
3552,Perth
3553,Sydney
3554,Melbourne
3555,Perth
3556,Sydney
3557,Sydney
3558,Perth
3559,Melbourne
3560,Perth
3561,Sydney
3562,Melbourne
3563,Brisbane
3564,Sydney
3565,Brisbane
3566,Sydney
3567,Brisbane
3568,Sydney
3569,Melbourne
3570,Brisbane
3571,Perth
3572,Melbourne
3573,Brisbane
3574,Melbourne
3575,Sydney
3576,Melbourne
3577,Brisbane
3578,Brisbane
3579,Sydney
3580,Brisbane
3581,Perth
3582,Sydney
3583,Melbourne
3584,Sydney
3585,Sydney
3586,Sydney
3587,Melbourne
3588,Perth
3589,Melbourne
3590,Perth
3591,Melbourne
3592,Sydney
3593,Perth
3594,Sydney
3595,Perth
3596,Melbourne
3597,Melbourne
3598,Sydney
3599,Brisbane
3600,Sydney
3601,Perth
3602,Sydney
3603,Sydney
3604,Perth
3605,Sydney
3606,Perth
3607,Perth
3608,Melbourne
3609,Brisbane
3610,Brisbane
3611,Melbourne
3612,Melbourne
3613,Perth
3614,Brisbane
3615,Brisbane
3616,Brisbane
3617,Melbourne
3618,Sydney
3619,Brisbane
3620,Melbourne
3621,Perth
3622,Perth
3623,Brisbane
3624,Perth
3625,Brisbane
3626,Sydney
3627,Sydney
3628,Brisbane
3629,Melbourne
3630,Sydney
3631,Brisbane
3632,Melbourne
3633,Sydney
3634,Sydney
3635,Sydney
3636,Brisbane
3637,Sydney
3638,Melbourne
3639,Melbourne
3640,Melbourne
3641,Brisbane
3642,Sydney
3643,Melbourne
3644,Melbourne
3645,Melbourne
3646,Melbourne
3647,Melbourne
3648,Sydney
3649,Sydney
3650,Brisbane
3651,Sydney
3652,Perth
3653,Perth
3654,Brisbane
3655,Brisbane
3656,Melbourne
3657,Brisbane
3658,Sydney
3659,Perth
3660,Brisbane
3661,Perth
3662,Melbourne
3663,Brisbane
3664,Melbourne
3665,Melbourne
3666,Sydney
3667,Sydney
3668,Brisbane
3669,Sydney
3670,Melbourne
3671,Perth
3672,Brisbane
3673,Melbourne
3674,Brisbane
3675,Perth
3676,Melbourne
3677,Brisbane
3678,Brisbane
3679,Sydney
3680,Sydney
3681,Brisbane
3682,Brisbane
3683,Melbourne
3684,Melbourne
3685,Brisbane
3686,Sydney
3687,Perth
3688,Sydney
3689,Perth
3690,Melbourne
3691,Sydney
3692,Perth
3693,Perth
3694,Perth
3695,Brisbane
3696,Perth
3697,Sydney
3698,Perth
3699,Perth
3700,Sydney
3701,Sydney
3702,Sydney
3703,Melbourne
3704,Melbourne
3705,Brisbane
3706,Brisbane
3707,Perth
3708,Perth
3709,Melbourne
3710,Sydney
3711,Brisbane
3712,Melbourne
3713,Melbourne
3714,Perth
3715,Brisbane
3716,Perth
3717,Melbourne
3718,Perth
3719,Brisbane
3720,Brisbane
3721,Brisbane
3722,Melbourne
3723,Brisbane
3724,Perth
3725,Perth
3726,Brisbane
3727,Sydney
3728,Sydney
3729,Melbourne
3730,Perth
3731,Sydney
3732,Perth
3733,Melbourne
3734,Sydney
3735,Perth
3736,Sydney
3737,Melbourne
3738,Sydney
3739,Brisbane
3740,Melbourne
3741,Brisbane
3742,Melbourne
3743,Brisbane
3744,Brisbane
3745,Brisbane
3746,Melbourne
3747,Perth
3748,Melbourne
3749,Perth
3750,Sydney
3751,Brisbane
3752,Perth
3753,Sydney
3754,Brisbane
3755,Brisbane
3756,Melbourne
3757,Brisbane
3758,Sydney
3759,Sydney
3760,Melbourne
3761,Perth
3762,Sydney
3763,Brisbane
3764,Sydney
3765,Sydney
3766,Perth
3767,Brisbane
3768,Melbourne
3769,Melbourne
3770,Perth
3771,Brisbane
3772,Sydney
3773,Sydney
3774,Sydney
3775,Melbourne
3776,Sydney
3777,Brisbane
3778,Perth
3779,Sydney
3780,Brisbane
3781,Brisbane
3782,Melbourne
3783,Brisbane
3784,Brisbane
3785,Melbourne
3786,Melbourne
3787,Sydney
3788,Sydney
3789,Brisbane
3790,Brisbane
3791,Sydney
3792,Brisbane
3793,Brisbane
3794,Perth
3795,Sydney
3796,Sydney
3797,Brisbane
3798,Sydney
3799,Sydney
3800,Melbourne
3801,Melbourne
3802,Brisbane
3803,Melbourne
3804,Perth
3805,Brisbane
3806,Perth
3807,Melbourne
3808,Sydney
3809,Melbourne
3810,Brisbane
3811,Melbourne
3812,Brisbane
3813,Sydney
3814,Melbourne
3815,Sydney
3816,Brisbane
3817,Sydney
3818,Perth
3819,Melbourne
3820,Brisbane
3821,Sydney
3822,Melbourne
3823,Melbourne
3824,Perth
3825,Melbourne
3826,Brisbane
3827,Brisbane
3828,Perth
3829,Melbourne
3830,Perth
3831,Perth
3832,Brisbane
3833,Melbourne
3834,Sydney
3835,Melbourne
3836,Sydney
3837,Perth
3838,Sydney
3839,Sydney
3840,Perth
3841,Sydney
3842,Melbourne
3843,Sydney
3844,Perth
3845,Perth
3846,Brisbane
3847,Perth
3848,Melbourne
3849,Melbourne
3850,Brisbane
3851,Brisbane
3852,Perth
3853,Brisbane
3854,Sydney
3855,Brisbane
3856,Brisbane
3857,Melbourne
3858,Melbourne
3859,Sydney
3860,Melbourne
3861,Perth
3862,Melbourne
3863,Sydney
3864,Melbourne
3865,Perth
3866,Brisbane
3867,Brisbane
3868,Melbourne
3869,Sydney
3870,Melbourne
3871,Sydney
3872,Brisbane
3873,Melbourne
3874,Sydney
3875,Perth
3876,Brisbane
3877,Perth
3878,Sydney
3879,Brisbane
3880,Melbourne
3881,Melbourne
3882,Brisbane
3883,Sydney
3884,Perth
3885,Perth
3886,Sydney
3887,Melbourne
3888,Brisbane
3889,Melbourne
3890,Perth
3891,Perth
3892,Sydney
3893,Sydney
3894,Sydney
3895,Sydney
3896,Sydney
3897,Sydney
3898,Sydney
3899,Perth
3900,Sydney
3901,Perth
3902,Sydney
3903,Melbourne
3904,Melbourne
3905,Melbourne
3906,Perth
3907,Perth
3908,Perth
3909,Sydney
3910,Brisbane
3911,Melbourne
3912,Melbourne
3913,Perth
3914,Brisbane
3915,Sydney
3916,Brisbane
3917,Sydney
3918,Melbourne
3919,Perth
3920,Brisbane
3921,Brisbane
3922,Brisbane
3923,Perth
3924,Brisbane
3925,Sydney
3926,Melbourne
3927,Perth
3928,Sydney
3929,Perth
3930,Melbourne
3931,Brisbane
3932,Perth
3933,Sydney
3934,Perth
3935,Sydney
3936,Brisbane
3937,Sydney
3938,Perth
3939,Perth
3940,Brisbane
3941,Brisbane
3942,Melbourne
3943,Perth
3944,Brisbane
3945,Sydney
3946,Sydney
3947,Perth
3948,Sydney
3949,Melbourne
3950,Sydney
3951,Sydney
3952,Brisbane
3953,Melbourne
3954,Sydney
3955,Melbourne
3956,Perth
3957,Melbourne
3958,Brisbane
3959,Brisbane
3960,Brisbane
3961,Perth
3962,Sydney
3963,Perth
3964,Perth
3965,Melbourne
3966,Sydney
3967,Brisbane
3968,Sydney
3969,Sydney
3970,Perth
3971,Melbourne
3972,Sydney
3973,Brisbane
3974,Melbourne
3975,Brisbane
3976,Brisbane
3977,Melbourne
3978,Sydney
3979,Melbourne
3980,Melbourne
3981,Melbourne
3982,Sydney
3983,Melbourne
3984,Brisbane
3985,Brisbane
3986,Sydney
3987,Brisbane
3988,Sydney
3989,Melbourne
3990,Sydney
3991,Brisbane
3992,Sydney
3993,Melbourne
3994,Brisbane
3995,Brisbane
3996,Melbourne
3997,Sydney
3998,Brisbane
3999,Perth
31000,Melbourne
31001,Sydney
31002,Perth
31003,Melbourne
31004,Melbourne
31005,Sydney
31006,Sydney
31007,Perth
31008,Brisbane
31009,Sydney
31010,Melbourne
31011,Sydney
31012,Brisbane
31013,Sydney
31014,Brisbane
31015,Brisbane
31016,Perth
31017,Perth
31018,Sydney
31019,Sydney
31020,Brisbane
31021,Brisbane
31022,Sydney
31023,Melbourne
31024,Perth
31025,Brisbane
31026,Sydney
31027,Brisbane
31028,Sydney
31029,Melbourne
31030,Sydney
31031,Sydney
31032,Brisbane
31033,Sydney
31034,Melbourne
31035,Melbourne
31036,Melbourne
31037,Brisbane
31038,Perth
31039,Perth
31040,Perth
31041,Brisbane
31042,Sydney
31043,Perth
31044,Brisbane
31045,Sydney
31046,Melbourne
31047,Sydney
31048,Melbourne
31049,Sydney
31050,Sydney
31051,Sydney
31052,Brisbane
31053,Melbourne
31054,Sydney
31055,Melbourne
31056,Brisbane
31057,Melbourne
31058,Melbourne
31059,Melbourne
31060,Perth
31061,Brisbane
31062,Brisbane
31063,Sydney
31064,Sydney
31065,Perth
31066,Sydney
31067,Perth
31068,Brisbane
31069,Melbourne
31070,Melbourne
31071,Sydney
31072,Sydney
31073,Brisbane
31074,Melbourne
31075,Perth
31076,Melbourne
31077,Melbourne
31078,Perth
31079,Brisbane
31080,Sydney
31081,Melbourne
31082,Perth
31083,Perth
31084,Melbourne
31085,Perth
31086,Perth
31087,Sydney
31088,Brisbane
31089,Perth
31090,Melbourne
31091,Melbourne
31092,Perth
31093,Sydney
31094,Perth
31095,Brisbane
31096,Perth
31097,Brisbane
31098,Sydney
31099,Melbourne
31100,Sydney
31101,Sydney
31102,Perth
31103,Perth
31104,Sydney
31105,Sydney
31106,Brisbane
31107,Sydney
31108,Perth
31109,Melbourne
31110,Brisbane
31111,Sydney
31112,Perth
31113,Brisbane
31114,Brisbane
31115,Sydney
31116,Melbourne
31117,Brisbane
31118,Brisbane
31119,Melbourne
31120,Melbourne
31121,Melbourne
31122,Brisbane
31123,Melbourne
31124,Perth
31125,Sydney
31126,Brisbane
31127,Brisbane
31128,Sydney
31129,Brisbane
31130,Perth
31131,Brisbane
31132,Sydney
31133,Melbourne
31134,Sydney
31135,Brisbane
31136,Perth
31137,Melbourne
31138,Melbourne
31139,Sydney
31140,Brisbane
31141,Melbourne
31142,Melbourne
31143,Sydney
31144,Brisbane
31145,Perth
31146,Sydney
31147,Brisbane
31148,Melbourne
31149,Sydney
31150,Brisbane
31151,Melbourne
31152,Sydney
31153,Brisbane
31154,Melbourne
31155,Perth
31156,Melbourne
31157,Perth
31158,Brisbane
31159,Brisbane
31160,Melbourne
31161,Perth
31162,Brisbane
31163,Sydney
31164,Sydney
31165,Brisbane
31166,Brisbane
31167,Perth
31168,Brisbane
31169,Sydney
31170,Sydney
31171,Sydney
31172,Brisbane
31173,Brisbane
31174,Perth
31175,Sydney
31176,Perth
31177,Perth
31178,Perth
31179,Sydney
31180,Melbourne
31181,Sydney
31182,Brisbane
31183,Melbourne
31184,Sydney
31185,Brisbane
31186,Melbourne
31187,Sydney
31188,Perth
31189,Melbourne
31190,Perth
31191,Perth
31192,Brisbane
31193,Sydney
31194,Brisbane
31195,Brisbane
31196,Melbourne
31197,Sydney
31198,Sydney
31199,Sydney
31200,Brisbane
31201,Sydney
31202,Sydney
31203,Sydney
31204,Melbourne
31205,Perth
31206,Brisbane
31207,Sydney
31208,Brisbane
31209,Perth
31210,Melbourne
31211,Melbourne
31212,Melbourne
31213,Sydney
31214,Brisbane
31215,Melbourne
31216,Melbourne
31217,Sydney
31218,Melbourne
31219,Perth
31220,Sydney
31221,Sydney
31222,Perth
31223,Melbourne
31224,Melbourne
31225,Sydney
31226,Brisbane
31227,Melbourne
31228,Melbourne
31229,Sydney
31230,Brisbane
31231,Sydney
31232,Perth
31233,Sydney
31234,Brisbane
31235,Sydney
31236,Melbourne
31237,Brisbane
31238,Sydney
31239,Melbourne
31240,Brisbane
31241,Sydney
31242,Sydney
31243,Perth
31244,Brisbane
31245,Sydney
31246,Melbourne
31247,Brisbane
31248,Melbourne
31249,Brisbane
31250,Melbourne
31251,Brisbane
31252,Melbourne
31253,Brisbane
31254,Sydney
31255,Sydney
31256,Melbourne
31257,Brisbane
31258,Melbourne
31259,Melbourne
31260,Brisbane
31261,Perth
31262,Brisbane
31263,Perth
31264,Melbourne
31265,Perth
31266,Sydney
31267,Sydney
31268,Melbourne
31269,Melbourne
31270,Perth
31271,Sydney
31272,Sydney
31273,Perth
31274,Melbourne
31275,Melbourne
31276,Sydney
31277,Sydney
31278,Brisbane
31279,Perth
31280,Brisbane
31281,Sydney
31282,Sydney
31283,Perth
31284,Melbourne
31285,Sydney
31286,Sydney
31287,Perth
31288,Brisbane
31289,Perth
31290,Melbourne
31291,Perth
31292,Perth
31293,Sydney
31294,Sydney
31295,Sydney
31296,Melbourne
31297,Sydney
31298,Perth
31299,Brisbane
31300,Perth
31301,Melbourne
31302,Perth
31303,Brisbane
31304,Brisbane
31305,Sydney
31306,Perth
31307,Melbourne
31308,Brisbane
31309,Melbourne
31310,Sydney
31311,Sydney
31312,Sydney
31313,Perth
31314,Brisbane
31315,Melbourne
31316,Brisbane
31317,Melbourne
31318,Melbourne
31319,Melbourne
31320,Perth
31321,Perth
31322,Brisbane
31323,Melbourne
31324,Melbourne
31325,Sydney
31326,Brisbane
31327,Brisbane
31328,Brisbane
31329,Perth
31330,Sydney
31331,Brisbane
31332,Perth
31333,Melbourne
31334,Sydney
31335,Sydney
31336,Perth
31337,Brisbane
31338,Melbourne
31339,Sydney
31340,Brisbane
31341,Sydney
31342,Perth
31343,Sydney
31344,Sydney
31345,Perth
31346,Brisbane
31347,Perth
31348,Perth
31349,Sydney
31350,Brisbane
31351,Sydney
31352,Melbourne
31353,Sydney
31354,Brisbane
31355,Melbourne
31356,Melbourne
31357,Melbourne
31358,Sydney
31359,Perth
31360,Brisbane
31361,Perth
31362,Sydney
31363,Brisbane
31364,Melbourne
31365,Brisbane
31366,Sydney
31367,Melbourne
31368,Perth
31369,Melbourne
31370,Brisbane
31371,Sydney
31372,Brisbane
31373,Sydney
31374,Melbourne
31375,Brisbane
31376,Brisbane
31377,Perth
31378,Sydney
31379,Sydney
31380,Melbourne
31381,Brisbane
31382,Sydney
31383,Sydney
31384,Perth
31385,Brisbane
31386,Sydney
31387,Brisbane
31388,Perth
31389,Sydney
31390,Melbourne
31391,Sydney
31392,Perth
31393,Perth
31394,Sydney
31395,Sydney
31396,Brisbane
31397,Melbourne
31398,Brisbane
31399,Brisbane
31400,Perth
31401,Perth
31402,Brisbane
31403,Brisbane
31404,Perth
31405,Melbourne
31406,Sydney
31407,Perth
31408,Melbourne
31409,Perth
31410,Brisbane
31411,Sydney
31412,Sydney
31413,Brisbane
31414,Brisbane
31415,Sydney
31416,Melbourne
31417,Melbourne
31418,Perth
31419,Sydney
31420,Perth
31421,Sydney
31422,Sydney
31423,Sydney
31424,Sydney
31425,Melbourne
31426,Brisbane
31427,Melbourne
31428,Perth
31429,Melbourne
31430,Melbourne
31431,Brisbane
31432,Brisbane
31433,Brisbane
31434,Melbourne
31435,Brisbane
31436,Melbourne
31437,Melbourne
31438,Perth
31439,Perth
31440,Melbourne
31441,Melbourne
31442,Brisbane
31443,Melbourne
31444,Melbourne
31445,Melbourne
31446,Sydney
31447,Sydney
31448,Perth
31449,Sydney
31450,Melbourne
31451,Sydney
31452,Melbourne
31453,Melbourne
31454,Perth
31455,Melbourne
31456,Brisbane
31457,Melbourne
31458,Sydney
31459,Sydney
31460,Sydney
31461,Brisbane
31462,Sydney
31463,Brisbane
31464,Perth
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Sydney
31470,Melbourne
31471,Perth
31472,Brisbane
31473,Perth
31474,Sydney
31475,Sydney
31476,Sydney
31477,Brisbane
31478,Brisbane
31479,Perth
31480,Sydney
31481,Brisbane
31482,Melbourne
31483,Sydney
31484,Perth
31485,Sydney
31486,Brisbane
31487,Sydney
31488,Sydney
31489,Perth
31490,Brisbane
31491,Melbourne
31492,Perth
31493,Melbourne
31494,Perth
31495,Sydney
31496,Melbourne
31497,Sydney
31498,Melbourne
31499,Brisbane
31500,Melbourne
31501,Brisbane
31502,Sydney
31503,Brisbane
31504,Perth
31505,Brisbane
31506,Brisbane
31507,Sydney
31508,Sydney
31509,Sydney
31510,Melbourne
31511,Melbourne
31512,Perth
31513,Sydney
31514,Sydney
31515,Perth
31516,Sydney
31517,Perth
31518,Melbourne
31519,Sydney
31520,Brisbane
31521,Sydney
31522,Melbourne
31523,Melbourne
31524,Perth
31525,Melbourne
31526,Sydney
31527,Brisbane
31528,Brisbane
31529,Sydney
31530,Perth
31531,Sydney
31532,Brisbane
31533,Sydney
31534,Brisbane
31535,Melbourne
31536,Sydney
31537,Sydney
31538,Sydney
31539,Melbourne
31540,Melbourne
31541,Perth
31542,Perth
31543,Melbourne
31544,Sydney
31545,Sydney
31546,Melbourne
31547,Melbourne
31548,Melbourne
31549,Brisbane
31550,Sydney
31551,Melbourne
31552,Melbourne
31553,Sydney
31554,Brisbane
31555,Sydney
31556,Melbourne
31557,Sydney
31558,Melbourne
31559,Melbourne
31560,Melbourne
31561,Perth
31562,Melbourne
31563,Brisbane
31564,Perth
31565,Brisbane
31566,Melbourne
31567,Sydney
31568,Brisbane
31569,Brisbane
31570,Sydney
31571,Melbourne
31572,Perth
31573,Sydney
31574,Perth
31575,Brisbane
31576,Melbourne
31577,Melbourne
31578,Brisbane
31579,Sydney
31580,Melbourne
31581,Brisbane
31582,Sydney
31583,Melbourne
31584,Sydney
31585,Brisbane
31586,Melbourne
31587,Brisbane
31588,Brisbane
31589,Brisbane
31590,Sydney
31591,Perth
31592,Sydney
31593,Brisbane
31594,Perth
31595,Sydney
31596,Brisbane
31597,Sydney
31598,Sydney
31599,Sydney
31600,Sydney
31601,Perth
31602,Perth
31603,Melbourne
31604,Melbourne
31605,Sydney
31606,Sydney
31607,Melbourne
31608,Melbourne
31609,Brisbane
31610,Melbourne
31611,Brisbane
31612,Sydney
31613,Brisbane
31614,Brisbane
31615,Melbourne
31616,Sydney
31617,Perth
31618,Perth
31619,Perth
31620,Sydney
31621,Perth
31622,Brisbane
31623,Brisbane
31624,Melbourne
31625,Brisbane
31626,Sydney
31627,Melbourne
31628,Melbourne
31629,Brisbane
31630,Perth
31631,Sydney
31632,Sydney
31633,Melbourne
31634,Perth
31635,Sydney
31636,Brisbane
31637,Sydney
31638,Brisbane
31639,Melbourne
31640,Sydney
31641,Sydney
31642,Brisbane
31643,Brisbane
31644,Brisbane
31645,Brisbane
31646,Sydney
31647,Brisbane
31648,Sydney
31649,Melbourne
31650,Sydney
31651,Perth
31652,Perth
31653,Brisbane
31654,Brisbane
31655,Sydney
31656,Melbourne
31657,Perth
31658,Sydney
31659,Brisbane
31660,Melbourne
31661,Melbourne
31662,Melbourne
31663,Sydney
31664,Brisbane
31665,Sydney
31666,Melbourne
31667,Sydney
31668,Perth
31669,Melbourne
31670,Brisbane
31671,Melbourne
31672,Melbourne
31673,Brisbane
31674,Brisbane
31675,Sydney
31676,Brisbane
31677,Sydney
31678,Brisbane
31679,Perth
31680,Brisbane
31681,Sydney
31682,Melbourne
31683,Sydney
31684,Brisbane
31685,Sydney
31686,Sydney
31687,Sydney
31688,Brisbane
31689,Melbourne
31690,Brisbane
